"","x","y","timeslot","origin"
"45.0%",111.298326301575,0.45,"0h-5h","Measurement"
"45.1%",111.813984915256,0.451,"0h-5h","Measurement"
"45.2%",112.622105135918,0.452,"0h-5h","Measurement"
"45.3%",113.837498227358,0.453,"0h-5h","Measurement"
"45.4%",114.991307329178,0.454,"0h-5h","Measurement"
"45.5%",117.07759585619,0.455,"0h-5h","Measurement"
"45.6%",119.277788085938,0.456,"0h-5h","Measurement"
"45.7%",121.033918837309,0.457,"0h-5h","Measurement"
"45.8%",121.524208527088,0.458,"0h-5h","Measurement"
"45.9%",122.127810654163,0.459,"0h-5h","Measurement"
"46.0%",123.599435639381,0.46,"0h-5h","Measurement"
"46.1%",125.602236614227,0.461,"0h-5h","Measurement"
"46.2%",126.871588777542,0.462,"0h-5h","Measurement"
"46.3%",128.156492040634,0.463,"0h-5h","Measurement"
"46.4%",129.922487024307,0.464,"0h-5h","Measurement"
"46.5%",131.536484230757,0.465,"0h-5h","Measurement"
"46.6%",133.039765296936,0.466,"0h-5h","Measurement"
"46.7%",134.338980047703,0.467,"0h-5h","Measurement"
"46.8%",136.200946059227,0.468,"0h-5h","Measurement"
"46.9%",138.720133520126,0.469,"0h-5h","Measurement"
"47.0%",141.053356990814,0.47,"0h-5h","Measurement"
"47.1%",143.966727369309,0.471,"0h-5h","Measurement"
"47.2%",146.980153184891,0.472,"0h-5h","Measurement"
"47.3%",149.792720346689,0.473,"0h-5h","Measurement"
"47.4%",152.427123908997,0.474,"0h-5h","Measurement"
"47.5%",154.676761305332,0.475,"0h-5h","Measurement"
"47.6%",156.93901086235,0.476,"0h-5h","Measurement"
"47.7%",159.396030603886,0.477,"0h-5h","Measurement"
"47.8%",161.758650621891,0.478,"0h-5h","Measurement"
"47.9%",164.287924866915,0.479,"0h-5h","Measurement"
"48.0%",167.341792650223,0.48,"0h-5h","Measurement"
"48.1%",169.93892663765,0.481,"0h-5h","Measurement"
"48.2%",172.721753391266,0.482,"0h-5h","Measurement"
"48.3%",175.955504336595,0.483,"0h-5h","Measurement"
"48.4%",179.478453960419,0.484,"0h-5h","Measurement"
"48.5%",182.921636692285,0.485,"0h-5h","Measurement"
"48.6%",185.624513367653,0.486,"0h-5h","Measurement"
"48.7%",188.424050294876,0.487,"0h-5h","Measurement"
"48.8%",191.598137071609,0.488,"0h-5h","Measurement"
"48.9%",194.086634493828,0.489,"0h-5h","Measurement"
"49.0%",196.578325207233,0.49,"0h-5h","Measurement"
"49.1%",198.489316481829,0.491,"0h-5h","Measurement"
"49.2%",201.090497598648,0.492,"0h-5h","Measurement"
"49.3%",204.656338362217,0.493,"0h-5h","Measurement"
"49.4%",207.8959249897,0.494,"0h-5h","Measurement"
"49.5%",211.779875314236,0.495,"0h-5h","Measurement"
"49.6%",214.784773906708,0.496,"0h-5h","Measurement"
"49.7%",219.149863632202,0.497,"0h-5h","Measurement"
"49.8%",223.71627059412,0.498,"0h-5h","Measurement"
"49.9%",228.884913673162,0.499,"0h-5h","Measurement"
"50.0%",232.921283006668,0.5,"0h-5h","Measurement"
"50.1%",236.493943193674,0.501,"0h-5h","Measurement"
"50.2%",239.398894434929,0.502,"0h-5h","Measurement"
"50.3%",242.236105078936,0.503,"0h-5h","Measurement"
"50.4%",245.549304906845,0.504,"0h-5h","Measurement"
"50.5%",248.818132536411,0.505,"0h-5h","Measurement"
"50.6%",251.68839948082,0.506,"0h-5h","Measurement"
"50.7%",255.87434778738,0.507,"0h-5h","Measurement"
"50.8%",260.415579732895,0.508,"0h-5h","Measurement"
"50.9%",264.932181597471,0.509,"0h-5h","Measurement"
"51.0%",268.019862799644,0.51,"0h-5h","Measurement"
"51.1%",271.664529444695,0.511,"0h-5h","Measurement"
"51.2%",276.958635419846,0.512,"0h-5h","Measurement"
"51.3%",282.584123839379,0.513,"0h-5h","Measurement"
"51.4%",288.057861138821,0.514,"0h-5h","Measurement"
"51.5%",293.21038235426,0.515,"0h-5h","Measurement"
"51.6%",296.88142713356,0.516,"0h-5h","Measurement"
"51.7%",297.330300168991,0.517,"0h-5h","Measurement"
"51.8%",297.502474585056,0.518,"0h-5h","Measurement"
"51.9%",297.633034324169,0.519,"0h-5h","Measurement"
"52.0%",297.682530593872,0.52,"0h-5h","Measurement"
"52.1%",297.783800193787,0.521,"0h-5h","Measurement"
"52.2%",297.826180657864,0.522,"0h-5h","Measurement"
"52.3%",297.859003949642,0.523,"0h-5h","Measurement"
"52.4%",297.938723293304,0.524,"0h-5h","Measurement"
"52.5%",297.971988219023,0.525,"0h-5h","Measurement"
"52.6%",297.990071553707,0.526,"0h-5h","Measurement"
"52.7%",298.004153845072,0.527,"0h-5h","Measurement"
"52.8%",298.029854028702,0.528,"0h-5h","Measurement"
"52.9%",298.0937982409,0.529,"0h-5h","Measurement"
"53.0%",298.130429403782,0.53,"0h-5h","Measurement"
"53.1%",298.149076279402,0.531,"0h-5h","Measurement"
"53.2%",298.164111961365,0.532,"0h-5h","Measurement"
"53.3%",298.19196124053,0.533,"0h-5h","Measurement"
"53.4%",298.262581436634,0.534,"0h-5h","Measurement"
"53.5%",298.298137911558,0.535,"0h-5h","Measurement"
"53.6%",298.317150590897,0.536,"0h-5h","Measurement"
"53.7%",298.339021682739,0.537,"0h-5h","Measurement"
"53.8%",298.402562096119,0.538,"0h-5h","Measurement"
"53.9%",298.452788256168,0.539,"0h-5h","Measurement"
"54.0%",298.473102788925,0.54,"0h-5h","Measurement"
"54.1%",298.493614083767,0.541,"0h-5h","Measurement"
"54.2%",298.55305758667,0.542,"0h-5h","Measurement"
"54.3%",298.614094828129,0.543,"0h-5h","Measurement"
"54.4%",298.638955238342,0.544,"0h-5h","Measurement"
"54.5%",298.672529633045,0.545,"0h-5h","Measurement"
"54.6%",298.76187274456,0.546,"0h-5h","Measurement"
"54.7%",298.798614304066,0.547,"0h-5h","Measurement"
"54.8%",298.84440134716,0.548,"0h-5h","Measurement"
"54.9%",298.947709544182,0.549,"0h-5h","Measurement"
"55.0%",298.998279738426,0.55,"0h-5h","Measurement"
"55.1%",299.118978069544,0.551,"0h-5h","Measurement"
"55.2%",299.261042161942,0.552,"0h-5h","Measurement"
"55.3%",299.421586783648,0.553,"0h-5h","Measurement"
"55.4%",299.637363309383,0.554,"0h-5h","Measurement"
"55.5%",300.051829754114,0.555,"0h-5h","Measurement"
"55.6%",301.029731060982,0.556,"0h-5h","Measurement"
"55.7%",302.848707437992,0.557,"0h-5h","Measurement"
"55.8%",303.439562072754,0.558,"0h-5h","Measurement"
"55.9%",303.981711826324,0.559,"0h-5h","Measurement"
"56.0%",305.370962209702,0.56,"0h-5h","Measurement"
"56.1%",308.439263118744,0.561,"0h-5h","Measurement"
"56.2%",310.635871341705,0.562,"0h-5h","Measurement"
"56.3%",312.109455192089,0.563,"0h-5h","Measurement"
"56.4%",314.241645162583,0.564,"0h-5h","Measurement"
"56.5%",315.6749287498,0.565,"0h-5h","Measurement"
"56.6%",318.230645204545,0.566,"0h-5h","Measurement"
"56.7%",322.678481506586,0.567,"0h-5h","Measurement"
"56.8%",326.523153196335,0.568,"0h-5h","Measurement"
"56.9%",331.57996707201,0.569,"0h-5h","Measurement"
"57.0%",334.542676529884,0.57,"0h-5h","Measurement"
"57.1%",335.62037733531,0.571,"0h-5h","Measurement"
"57.2%",337.128805254936,0.572,"0h-5h","Measurement"
"57.3%",342.94338211155,0.573,"0h-5h","Measurement"
"57.4%",347.781156374932,0.574,"0h-5h","Measurement"
"57.5%",352.288458120823,0.575,"0h-5h","Measurement"
"57.6%",358.718148719788,0.576,"0h-5h","Measurement"
"57.7%",365.91599058628,0.577,"0h-5h","Measurement"
"57.8%",374.127500515461,0.578,"0h-5h","Measurement"
"57.9%",381.57974173808,0.579,"0h-5h","Measurement"
"58.0%",390.266903390884,0.58,"0h-5h","Measurement"
"58.1%",397.925013786554,0.581,"0h-5h","Measurement"
"58.2%",406.989719293117,0.582,"0h-5h","Measurement"
"58.3%",416.867763894558,0.583,"0h-5h","Measurement"
"58.4%",424.318368907928,0.584,"0h-5h","Measurement"
"58.5%",432.984928946495,0.585,"0h-5h","Measurement"
"58.6%",441.423763208389,0.586,"0h-5h","Measurement"
"58.7%",451.057218448162,0.587,"0h-5h","Measurement"
"58.8%",462.304430764198,0.588,"0h-5h","Measurement"
"58.9%",473.123050802231,0.589,"0h-5h","Measurement"
"59.0%",483.542410404682,0.59,"0h-5h","Measurement"
"59.1%",491.045443142414,0.591,"0h-5h","Measurement"
"59.2%",498.639042049408,0.592,"0h-5h","Measurement"
"59.3%",506.094085519552,0.593,"0h-5h","Measurement"
"59.4%",511.937786497593,0.594,"0h-5h","Measurement"
"59.5%",525.570493210554,0.595,"0h-5h","Measurement"
"59.6%",539.15486478138,0.596,"0h-5h","Measurement"
"59.7%",551.676278336048,0.597,"0h-5h","Measurement"
"59.8%",561.085637466908,0.598,"0h-5h","Measurement"
"59.9%",574.537672578573,0.599,"0h-5h","Measurement"
"60.0%",588.05258936882,0.6,"0h-5h","Measurement"
"60.1%",595.456218978404,0.601,"0h-5h","Measurement"
"60.2%",600.840256664276,0.602,"0h-5h","Measurement"
"60.3%",600.972129714727,0.603,"0h-5h","Measurement"
"60.4%",601.259532546043,0.604,"0h-5h","Measurement"
"60.5%",602.416901323795,0.605,"0h-5h","Measurement"
"60.6%",602.497447330952,0.606,"0h-5h","Measurement"
"60.7%",602.511759774923,0.607,"0h-5h","Measurement"
"60.8%",602.530223302841,0.608,"0h-5h","Measurement"
"60.9%",602.628203327894,0.609,"0h-5h","Measurement"
"61.0%",602.652036173344,0.61,"0h-5h","Measurement"
"61.1%",602.666250663042,0.611,"0h-5h","Measurement"
"61.2%",602.679077409744,0.612,"0h-5h","Measurement"
"61.3%",602.710623879671,0.613,"0h-5h","Measurement"
"61.4%",602.816155882359,0.614,"0h-5h","Measurement"
"61.5%",602.956837226152,0.615,"0h-5h","Measurement"
"61.6%",604.570656476974,0.616,"0h-5h","Measurement"
"61.7%",609.488496796608,0.617,"0h-5h","Measurement"
"61.8%",615.742096635818,0.618,"0h-5h","Measurement"
"61.9%",627.426672437906,0.619,"0h-5h","Measurement"
"62.0%",641.821632523537,0.62,"0h-5h","Measurement"
"62.1%",657.146429131031,0.621,"0h-5h","Measurement"
"62.2%",672.987392405033,0.622,"0h-5h","Measurement"
"62.3%",691.149542467594,0.623,"0h-5h","Measurement"
"62.4%",709.212275037765,0.624,"0h-5h","Measurement"
"62.5%",726.496220499277,0.625,"0h-5h","Measurement"
"62.6%",744.141293739796,0.626,"0h-5h","Measurement"
"62.7%",763.024594401598,0.627,"0h-5h","Measurement"
"62.8%",780.288714665413,0.628,"0h-5h","Measurement"
"62.9%",795.262340322018,0.629,"0h-5h","Measurement"
"63.0%",812.568560090065,0.63,"0h-5h","Measurement"
"63.1%",830.996840519905,0.631,"0h-5h","Measurement"
"63.2%",836.369326042175,0.632,"0h-5h","Measurement"
"63.3%",837.916683234692,0.633,"0h-5h","Measurement"
"63.4%",850.481129195214,0.634,"0h-5h","Measurement"
"63.5%",861.117334392071,0.635,"0h-5h","Measurement"
"63.6%",871.005195457459,0.636,"0h-5h","Measurement"
"63.7%",887.358873056413,0.637,"0h-5h","Measurement"
"63.8%",898.19659082365,0.638,"0h-5h","Measurement"
"63.9%",902.508497514248,0.639,"0h-5h","Measurement"
"64.0%",905.087345523835,0.64,"0h-5h","Measurement"
"64.1%",922.679632306099,0.641,"0h-5h","Measurement"
"64.2%",944.760270124436,0.642,"0h-5h","Measurement"
"64.3%",971.450994755745,0.643,"0h-5h","Measurement"
"64.4%",997.974380266192,0.644,"0h-5h","Measurement"
"64.5%",1026.58726384163,0.645,"0h-5h","Measurement"
"64.6%",1050.44138941765,0.646,"0h-5h","Measurement"
"64.7%",1082.64816912174,0.647,"0h-5h","Measurement"
"64.8%",1114.44930446625,0.648,"0h-5h","Measurement"
"64.9%",1146.71696687484,0.649,"0h-5h","Measurement"
"65.0%",1180.76041282415,0.65,"0h-5h","Measurement"
"65.1%",1202.47360425901,0.651,"0h-5h","Measurement"
"65.2%",1206.0664316597,0.652,"0h-5h","Measurement"
"65.3%",1235.04541979957,0.653,"0h-5h","Measurement"
"65.4%",1269.92593605471,0.654,"0h-5h","Measurement"
"65.5%",1308.46836113453,0.655,"0h-5h","Measurement"
"65.6%",1342.88670823288,0.656,"0h-5h","Measurement"
"65.7%",1381.2827158699,0.657,"0h-5h","Measurement"
"65.8%",1427.1586188798,0.658,"0h-5h","Measurement"
"65.9%",1471.31128205896,0.659,"0h-5h","Measurement"
"66.0%",1501.42083609581,0.66,"0h-5h","Measurement"
"66.1%",1521.3631876471,0.661,"0h-5h","Measurement"
"66.2%",1568.21395727682,0.662,"0h-5h","Measurement"
"66.3%",1617.20450991082,0.663,"0h-5h","Measurement"
"66.4%",1666.97757202721,0.664,"0h-5h","Measurement"
"66.5%",1711.07846294046,0.665,"0h-5h","Measurement"
"66.6%",1753.68827429962,0.666,"0h-5h","Measurement"
"66.7%",1791.39177763248,0.667,"0h-5h","Measurement"
"66.8%",1801.52268509006,0.668,"0h-5h","Measurement"
"66.9%",1804.92238817,0.669,"0h-5h","Measurement"
"67.0%",1805.82107944965,0.67,"0h-5h","Measurement"
"67.1%",1806.27685188198,0.671,"0h-5h","Measurement"
"67.2%",1806.57552746201,0.672,"0h-5h","Measurement"
"67.3%",1806.83753851914,0.673,"0h-5h","Measurement"
"67.4%",1807.05564506006,0.674,"0h-5h","Measurement"
"67.5%",1807.24027901888,0.675,"0h-5h","Measurement"
"67.6%",1807.41201192379,0.676,"0h-5h","Measurement"
"67.7%",1807.57126612926,0.677,"0h-5h","Measurement"
"67.8%",1807.72840346765,0.678,"0h-5h","Measurement"
"67.9%",1807.88533976817,0.679,"0h-5h","Measurement"
"68.0%",1808.0299359417,0.68,"0h-5h","Measurement"
"68.1%",1808.1771513238,0.681,"0h-5h","Measurement"
"68.2%",1808.32327025938,0.682,"0h-5h","Measurement"
"68.3%",1808.46610202217,0.683,"0h-5h","Measurement"
"68.4%",1808.61900404263,0.684,"0h-5h","Measurement"
"68.5%",1808.78023672461,0.685,"0h-5h","Measurement"
"68.6%",1808.94567794371,0.686,"0h-5h","Measurement"
"68.7%",1809.12475963283,0.687,"0h-5h","Measurement"
"68.8%",1809.32160656929,0.688,"0h-5h","Measurement"
"68.9%",1809.53973775768,0.689,"0h-5h","Measurement"
"69.0%",1809.79377141237,0.69,"0h-5h","Measurement"
"69.1%",1810.08877852774,0.691,"0h-5h","Measurement"
"69.2%",1810.4390079031,0.692,"0h-5h","Measurement"
"69.3%",1810.87612617612,0.693,"0h-5h","Measurement"
"69.4%",1811.42288047838,0.694,"0h-5h","Measurement"
"69.5%",1812.03926477432,0.695,"0h-5h","Measurement"
"69.6%",1812.74554713249,0.696,"0h-5h","Measurement"
"69.7%",1813.48064240909,0.697,"0h-5h","Measurement"
"69.8%",1814.48697569227,0.698,"0h-5h","Measurement"
"69.9%",1815.9177122283,0.699,"0h-5h","Measurement"
"70.0%",1818.13382673264,0.7,"0h-5h","Measurement"
"70.1%",1821.80578603554,0.701,"0h-5h","Measurement"
"70.2%",1826.99717675686,0.702,"0h-5h","Measurement"
"70.3%",1833.36815918493,0.703,"0h-5h","Measurement"
"70.4%",1839.14908047104,0.704,"0h-5h","Measurement"
"70.5%",1845.73399924635,0.705,"0h-5h","Measurement"
"70.6%",1858.46848689651,0.706,"0h-5h","Measurement"
"70.7%",1868.82580412412,0.707,"0h-5h","Measurement"
"70.8%",1881.59290929222,0.708,"0h-5h","Measurement"
"70.9%",1896.44721373534,0.709,"0h-5h","Measurement"
"71.0%",1902.52019367695,0.71,"0h-5h","Measurement"
"71.1%",1905.80479852486,0.711,"0h-5h","Measurement"
"71.2%",1908.6195939312,0.712,"0h-5h","Measurement"
"71.3%",1911.18310870767,0.713,"0h-5h","Measurement"
"71.4%",1913.73732983351,0.714,"0h-5h","Measurement"
"71.5%",1916.06413986802,0.715,"0h-5h","Measurement"
"71.6%",1918.8707984581,0.716,"0h-5h","Measurement"
"71.7%",1921.12649533176,0.717,"0h-5h","Measurement"
"71.8%",1923.40281471682,0.718,"0h-5h","Measurement"
"71.9%",1926.12029965854,0.719,"0h-5h","Measurement"
"72.0%",1927.73208250999,0.72,"0h-5h","Measurement"
"72.1%",1929.61702021456,0.721,"0h-5h","Measurement"
"72.2%",1932.86133759451,0.722,"0h-5h","Measurement"
"72.3%",1936.38214278841,0.723,"0h-5h","Measurement"
"72.4%",1940.45140793991,0.724,"0h-5h","Measurement"
"72.5%",1946.31254184842,0.725,"0h-5h","Measurement"
"72.6%",1952.964894485,0.726,"0h-5h","Measurement"
"72.7%",1961.67894721293,0.727,"0h-5h","Measurement"
"72.8%",1972.03658499336,0.728,"0h-5h","Measurement"
"72.9%",1982.85102454138,0.729,"0h-5h","Measurement"
"73.0%",1993.11016284466,0.73,"0h-5h","Measurement"
"73.1%",2003.3711359899,0.731,"0h-5h","Measurement"
"73.2%",2013.95807921124,0.732,"0h-5h","Measurement"
"73.3%",2024.16204646087,0.733,"0h-5h","Measurement"
"73.4%",2035.56663243484,0.734,"0h-5h","Measurement"
"73.5%",2048.64154871941,0.735,"0h-5h","Measurement"
"73.6%",2068.92223224258,0.736,"0h-5h","Measurement"
"73.7%",2094.72904561925,0.737,"0h-5h","Measurement"
"73.8%",2111.68169558382,0.738,"0h-5h","Measurement"
"73.9%",2134.89752742195,0.739,"0h-5h","Measurement"
"74.0%",2160.86766954899,0.74,"0h-5h","Measurement"
"74.1%",2189.08292977047,0.741,"0h-5h","Measurement"
"74.2%",2217.95256500101,0.742,"0h-5h","Measurement"
"74.3%",2246.17401516652,0.743,"0h-5h","Measurement"
"74.4%",2274.52113547516,0.744,"0h-5h","Measurement"
"74.5%",2303.09170010924,0.745,"0h-5h","Measurement"
"74.6%",2330.83344051933,0.746,"0h-5h","Measurement"
"74.7%",2360.19546350265,0.747,"0h-5h","Measurement"
"74.8%",2390.605560853,0.748,"0h-5h","Measurement"
"74.9%",2413.95819825363,0.749,"0h-5h","Measurement"
"75.0%",2442.21364372969,0.75,"0h-5h","Measurement"
"75.1%",2474.1787747252,0.751,"0h-5h","Measurement"
"75.2%",2506.3718314209,0.752,"0h-5h","Measurement"
"75.3%",2538.12595345926,0.753,"0h-5h","Measurement"
"75.4%",2570.6983552804,0.754,"0h-5h","Measurement"
"75.5%",2605.48242862821,0.755,"0h-5h","Measurement"
"75.6%",2640.35747379017,0.756,"0h-5h","Measurement"
"75.7%",2674.02554843903,0.757,"0h-5h","Measurement"
"75.8%",2706.06261768675,0.758,"0h-5h","Measurement"
"75.9%",2738.82478890395,0.759,"0h-5h","Measurement"
"76.0%",2774.61798884392,0.76,"0h-5h","Measurement"
"76.1%",2813.30649532723,0.761,"0h-5h","Measurement"
"76.2%",2851.24544345379,0.762,"0h-5h","Measurement"
"76.3%",2887.772845047,0.763,"0h-5h","Measurement"
"76.4%",2909.1904297905,0.764,"0h-5h","Measurement"
"76.5%",2942.7458679986,0.765,"0h-5h","Measurement"
"76.6%",2980.8267464056,0.766,"0h-5h","Measurement"
"76.7%",3015.36909122539,0.767,"0h-5h","Measurement"
"76.8%",3052.98908096123,0.768,"0h-5h","Measurement"
"76.9%",3093.19286734724,0.769,"0h-5h","Measurement"
"77.0%",3134.89676334143,0.77,"0h-5h","Measurement"
"77.1%",3173.91166184545,0.771,"0h-5h","Measurement"
"77.2%",3213.51383072949,0.772,"0h-5h","Measurement"
"77.3%",3255.60013545084,0.773,"0h-5h","Measurement"
"77.4%",3295.7991896267,0.774,"0h-5h","Measurement"
"77.5%",3332.80495872498,0.775,"0h-5h","Measurement"
"77.6%",3372.25759375954,0.776,"0h-5h","Measurement"
"77.7%",3408.6413533516,0.777,"0h-5h","Measurement"
"77.8%",3444.39973143197,0.778,"0h-5h","Measurement"
"77.9%",3474.66604147196,0.779,"0h-5h","Measurement"
"78.0%",3505.48920491696,0.78,"0h-5h","Measurement"
"78.1%",3532.7514516623,0.781,"0h-5h","Measurement"
"78.2%",3553.8368167119,0.782,"0h-5h","Measurement"
"78.3%",3574.47618372393,0.783,"0h-5h","Measurement"
"78.4%",3587.53969501495,0.784,"0h-5h","Measurement"
"78.5%",3596.09393995523,0.785,"0h-5h","Measurement"
"78.6%",3599.45937303352,0.786,"0h-5h","Measurement"
"78.7%",3604.42624258351,0.787,"0h-5h","Measurement"
"78.8%",3620.51688941383,0.788,"0h-5h","Measurement"
"78.9%",3640.84012305761,0.789,"0h-5h","Measurement"
"79.0%",3660.36774823189,0.79,"0h-5h","Measurement"
"79.1%",3676.33836040854,0.791,"0h-5h","Measurement"
"79.2%",3696.43122407913,0.792,"0h-5h","Measurement"
"79.3%",3715.22103851629,0.793,"0h-5h","Measurement"
"79.4%",3735.30446871854,0.794,"0h-5h","Measurement"
"79.5%",3767.92008787513,0.795,"0h-5h","Measurement"
"79.6%",3809.01115491868,0.796,"0h-5h","Measurement"
"79.7%",3852.23797261882,0.797,"0h-5h","Measurement"
"79.8%",3896.48941433287,0.798,"0h-5h","Measurement"
"79.9%",3935.44591185021,0.799,"0h-5h","Measurement"
"80.0%",3985.03037438392,0.8,"0h-5h","Measurement"
"80.1%",4034.6189238174,0.801,"0h-5h","Measurement"
"80.2%",4087.41748090124,0.802,"0h-5h","Measurement"
"80.3%",4147.2960301218,0.803,"0h-5h","Measurement"
"80.4%",4200.12704988384,0.804,"0h-5h","Measurement"
"80.5%",4254.25928534627,0.805,"0h-5h","Measurement"
"80.6%",4311.56798225355,0.806,"0h-5h","Measurement"
"80.7%",4369.54876453376,0.807,"0h-5h","Measurement"
"80.8%",4433.99776318359,0.808,"0h-5h","Measurement"
"80.9%",4492.04548749042,0.809,"0h-5h","Measurement"
"81.0%",4529.82959709644,0.81,"0h-5h","Measurement"
"81.1%",4583.9045279367,0.811,"0h-5h","Measurement"
"81.2%",4638.67076458645,0.812,"0h-5h","Measurement"
"81.3%",4698.71495240402,0.813,"0h-5h","Measurement"
"81.4%",4761.96614362431,0.814,"0h-5h","Measurement"
"81.5%",4821.044920578,0.815,"0h-5h","Measurement"
"81.6%",4884.07229097366,0.816,"0h-5h","Measurement"
"81.7%",4948.17637169933,0.817,"0h-5h","Measurement"
"81.8%",5017.67414069033,0.818,"0h-5h","Measurement"
"81.9%",5082.15422526574,0.819,"0h-5h","Measurement"
"82.0%",5143.71770654202,0.82,"0h-5h","Measurement"
"82.1%",5201.35907628489,0.821,"0h-5h","Measurement"
"82.2%",5254.85150862932,0.822,"0h-5h","Measurement"
"82.3%",5304.97767247677,0.823,"0h-5h","Measurement"
"82.4%",5352.78476228905,0.824,"0h-5h","Measurement"
"82.5%",5388.54022837281,0.825,"0h-5h","Measurement"
"82.6%",5401.78567502213,0.826,"0h-5h","Measurement"
"82.7%",5434.99045330238,0.827,"0h-5h","Measurement"
"82.8%",5486.74372542095,0.828,"0h-5h","Measurement"
"82.9%",5540.47260027194,0.829,"0h-5h","Measurement"
"83.0%",5591.79451128006,0.83,"0h-5h","Measurement"
"83.1%",5650.28694060016,0.831,"0h-5h","Measurement"
"83.2%",5701.2843320446,0.832,"0h-5h","Measurement"
"83.3%",5763.76743047045,0.833,"0h-5h","Measurement"
"83.4%",5835.70394417524,0.834,"0h-5h","Measurement"
"83.5%",5909.9300926578,0.835,"0h-5h","Measurement"
"83.6%",5975.18835625076,0.836,"0h-5h","Measurement"
"83.7%",6047.8651004989,0.837,"0h-5h","Measurement"
"83.8%",6125.11882871197,0.838,"0h-5h","Measurement"
"83.9%",6210.74219892191,0.839,"0h-5h","Measurement"
"84.0%",6288.22393306732,0.84,"0h-5h","Measurement"
"84.1%",6368.73076870939,0.841,"0h-5h","Measurement"
"84.2%",6464.59073157548,0.842,"0h-5h","Measurement"
"84.3%",6557.25629416917,0.843,"0h-5h","Measurement"
"84.4%",6652.78382563018,0.844,"0h-5h","Measurement"
"84.5%",6753.63932133793,0.845,"0h-5h","Measurement"
"84.6%",6847.51366470861,0.846,"0h-5h","Measurement"
"84.7%",6939.96799978112,0.847,"0h-5h","Measurement"
"84.8%",7025.89098412513,0.848,"0h-5h","Measurement"
"84.9%",7118.26689951229,0.849,"0h-5h","Measurement"
"85.0%",7189.28901536464,0.85,"0h-5h","Measurement"
"85.1%",7236.73511402631,0.851,"0h-5h","Measurement"
"85.2%",7305.51009813021,0.852,"0h-5h","Measurement"
"85.3%",7405.52209731553,0.853,"0h-5h","Measurement"
"85.4%",7513.25586606121,0.854,"0h-5h","Measurement"
